,Rating,Comment
2455,5,Good
2456,3,Good
2457,5,Good
2458,5,Good phone
2459,5,Good
2460,3,Good
2461,5,Good
2462,5,Good
2463,5,Worst chipset
2464,3,Good
2465,5,Good
2466,5,"No pictute quality , video quality...

It's maximum 12.5 megapixel only not 50MP..

Cheating"
2467,5,Good..
2468,3,Good
2469,5,Good
2470,4,Not bad
2471,5,Good
2472,4,Good phone
2473,4,Good work
2474,5,Good
2475,4,good
2476,5,Good
2477,5,Good
2478,5,Good..
2479,5,Good product
2480,3,Good
2481,5,Good Product
2482,4,Good
2483,4,Good nice
2484,5,Good nice
2485,3,No slo-mo camera. It's a standard but realme really missed it out
2486,5,Good
2487,5,Good mobile
2488,4,Good
2489,5,"Not good very problem in phone
After 2 days only very problem in phone 2.30 minutes mai full charge"
2490,5,Good
2491,3,Good..
2492,5,Good
2493,3,Good one
2494,4,Not good at this price range 😑
2495,3,Good
2496,5,An average product. Not a value for money 💰💰 product. You can find good mobile in other brands as well. Think twice before you choosing this one.
2497,4,"One of the worst phones I have ever bought in my life.

# Banking app or UPI app always crashed when it verified the Sim sue to Flash SMS.

# No app Clone or dual app.

# No app lock.

# No additional setting.

# No system Setting.

# No Galary.

# No file Manager.

And many more.

This is only a dabba 128gb Phone."
2498,5,"One of the best Android phone in this price range
Go for it"
2499,5,"One of the worst phone ever and has extremely worst features.
Totally unsatisfied with the phone.🤮🤮🤮🤮🤮🤮"
2500,5,In just 2 weeks within my finger print sensor is not working n mobile is hanging also
2501,5,Internal Storage Copy to OTG storage options Not available in divice. Please check and provide this Option.
2502,4,In this price very good phone
2503,5,An awasome product at this price
2504,5,In this price best phone
2505,4,Internet problem every time
2506,3,"In 1one month mother board got damged,"
2507,5,In this decent price it's good mobile
2508,5,Internet browsing is very slow. Rest is Okay but not fully satisfied with it.
2509,5,An awesome product which is near to my heart. Really amazing. Thank you so much flipkart😊😊😊😊 ........
2510,5,In 12 days after mobile display down i hate it
2511,4,"Internet very slow , network no coverage. P poor network(Airtel . Jio, BSNL )"
2512,3,"Only 128 gb space only there nothing special , like kids mobile.there is nothing smart"
2513,5,In budget phone
2514,5,In low price superb mobile
2515,5,"Amazing camera and detailing
Osm Product 😍"
2516,4,amazing phone in good price
2517,5,Amazing phone
2518,5,Smart phone good working for camera is better
2519,5,Amazing product
2520,5,Im so happy with this phone
2521,5,Amazing product with a very good battery life.
2522,4,Amazing battery life. Camare quality also good
2523,5,"Amazing. Display, camera everything is great."
2524,5,Amazing product
2525,5,Amazing product
2526,3,Amezing
2527,5,Am bought only two months later.. Mobile is board complaint..
2528,4,"Amazing experience at this range.
Realme is Amazing brand."
2529,3,Amazing
2530,4,"Amazing phone...I love this
It's camera quality is superb
Please buy this product
Value of money"
2531,5,Amazing product thank you flipkart ....
2532,4,amazing
2533,5,Amazing
2534,3,Amazing
2535,5,Amazzzing
2536,5,Amazing product
2537,5,Amazing product.best mobiles
2538,5,Amazing
2539,4,Om
2540,4,Amazing
2541,4,amazing mobile in this price range..
2542,5,Amazing battery backup and performance is good but front camera is not so good
2543,5,Amazing product
2544,4,Please don't buy this phone. This product is very bad. I try to return and replaced it but the customer care of flipkart is the worst they keep on saying the same thing again and again.
2545,3,All time mobile is stop automatically
2546,5,Flash light is quite low
2547,3,All is well
2548,3,Slo-mo video not available
2549,5,All qualities are good but its camera is very bad just like 13 megapixel and image captured is so info 12.8 megapixel in 4:3 ratio full screen image is only 9 megapixel resolution
2550,5,Slow processing very bad mobile
2551,5,Please don't buy it is not successful phone.
2552,5,Pleaseant at these rangensns
2553,4,"Please don't buy this phone, i bought this phone 3 month earlier after 3 months later phone performance is very bad,,
Hang problem"
2554,5,Slow work
2555,5,All r best
2556,4,All things are good at this Range of Price
2557,5,All things are good in this phone at this Range of Price.
2558,3,Flashlight is very bad
2559,5,Flipkart always give biggest discount not any other online shop is hive this price thankx to flipkart and thanks for
2560,4,All is good
2561,5,Always keep you better than others
2562,5,"Flash light is significantly low , otherwise phone is good looking wise"
2563,5,All is good
2564,5,All is good
2565,5,Black spot found in pictures taken from back camera.
2566,5,All good
2567,5,All is well and good but network gain capacity is very poor
2568,5,All about awesome
2569,5,Pls don't waste your money
2570,4,All are good 👍👍👍 I'm very happy 😍😍😍
2571,4,Ultimate!!
2572,5,Always so good but camera is worst this price and this is not 50 mega pixels so don't waste money
2573,3,Please Don't buy. Bad Performance...
2574,4,Okay
2575,5,Ok
2576,4,Ok
2577,5,Ok
2578,3,Ok mobile budget mobile
2579,5,Ok
2580,4,Ok ok product....
2581,4,Okay okay smartphone not really good 👍
2582,5,Ok
2583,4,Ok
2584,4,Ok
2585,5,Ok
2586,4,Okok
2587,5,Okay
2588,5,Ok
2589,4,Ok
2590,5,Okay
2591,5,Okay but not good
2592,5,Ok super mobile
2593,5,ok
2594,5,Ok
2595,5,Ok
2596,3,Okay
2597,4,Ok
2598,5,Ok
2599,5,Ok
2600,5,Ok
2601,5,Ok good
2602,3,Ok
2603,5,Ok ok
2604,5,Ok
2605,4,Ok...ok...
2606,5,Ok
2607,5,Ok bha
2608,4,Ok
2609,5,Ok
2610,4,Ok
2611,4,Ok
2612,4,Ok
2613,4,Okay
2614,4,Okay good one
2615,4,Ok
2616,4,Ok
2617,5,Ok
2618,5,Ok
2619,5,Ok
2620,4,Ok
2621,5,Ok
2622,5,Ok
2623,5,Ok
2624,5,Okay 🆗👌 but not excellent product please you can look other best one product in this segment
2625,5,ok
2626,4,Okay
2627,5,Ok ok
2628,5,Ok
2629,5,Okay
2630,3,Ok
2631,5,Ok
2632,5,Ok
2633,4,Ok
2634,5,Ok
2635,5,Ok vei nice
2636,5,Ok
2637,5,Ok
2638,5,Ok
2639,4,Ok
2640,5,Ok
2641,5,Ok
2642,5,Ok
2643,5,Ok
2644,5,Ok
2645,5,ok
2646,5,Ok
2647,5,Ok
2648,4,Tks
2649,5,Ok nice
2650,5,Ok
2651,5,Ok
2652,5,Ok not bad
2653,3,Ok
2654,5,Ok
2655,5,Ok
2656,5,Ok
2657,5,Ok
2658,5,Ok it's very good phone in better
2659,5,Ok
2660,5,Ok
2661,5,Ok ok
2662,5,Ok
2663,4,Ok
2664,5,Ok
2665,5,Ok
2666,4,ok
2667,5,Ok
2668,5,ok
2669,3,Ok
2670,5,Ok
2671,4,Ok
2672,5,Ok
2673,4,Okay okay
2674,5,Ok
2675,5,Ok
2676,5,Ok
2677,5,Ok
2678,5,Ok
2679,5,Ok. good
2680,4,Ok
2681,3,Ok sir
2682,5,Okay Okay for price
2683,4,Okay 👍🏻 good this money 💰 tu phone
2684,5,Ok good
2685,5,Ok
2686,3,Ok
2687,5,Ok
2688,5,ok
2689,3,Ok
2690,5,Ok
2691,4,Okay
2692,3,Ok ok not as expected
2693,5,Ok
2694,5,Okkkkkkk
2695,4,Ok 👌
2696,5,Ok it's not perform like new mobile like fast touch
2697,5,Ok
2698,5,Ok
2699,5,Ok
2700,4,Okay product
2701,5,Ok
2702,5,Ok
2703,5,Ok
2704,5,Ok ok mobile
2705,5,Ok
2706,5,Ok
2707,4,Ok
2708,5,Ok
2709,5,Ok
2710,5,Ok
2711,3,Ok
2712,5,Ok
2713,5,Ok
2714,5,Ok
2715,4,Ok
2716,5,Okay
2717,3,Ok
2718,5,Ok
2719,5,Ok
2720,4,Ok
2721,4,Ok
2722,5,Ok
2723,5,Ok
2724,5,Ok
2725,4,Ok
2726,4,Ok
2727,4,"Ok ok , average phone"
2728,5,Ok
2729,5,Ok
2730,4,Ok
2731,4,Ok
2732,4,Ok
2733,4,Ok
2734,5,Njce phone
2735,5,Miui dailer and contact has been replaced by Google dailer and contacts. Call recording option has been removed. It's no more a MI Phone.
2736,3,Nice Mobile
2737,4,Nice phone
2738,5,Nice phone
2739,5,Nice
2740,5,Nice
2741,3,Nice product
2742,5,"Nice product,,,, must buy"
2743,4,Nice mobile i am happy
2744,5,"Nice mobile but price
high"
2745,3,Nice
2746,5,Nice to have this
2747,5,Nice mobile
2748,5,Nice mobile
2749,5,Nice
2750,5,Nice 👍
2751,5,Nice phone
2752,5,Nice product
2753,4,nice
2754,3,Nice redmi mobile
2755,3,Nice
2756,5,Nice mobile
2757,3,Nice
2758,4,Nice phone... best 😍
2759,5,Nice
2760,5,"Nice, Camera 📸 is good"
2761,4,Nice product
2762,3,nice
2763,4,"Nice Phone🔥. Love this Phone .🥰
Thank You Flipkart for this Awesome Phone❣️"
2764,5,Nice looking camera and whole part
2765,3,Nice
2766,4,Nice 🙂
2767,5,Nice phone
2768,3,Nice work
2769,3,Nice mobile 😍😍
2770,5,Nice product
2771,3,"Nice mobile realme C25Y,My wife vary Happy 😊😊"
2772,5,Nice phone o loved it.
2773,5,Nice camera
2774,5,Nice camera
2775,5,Nice product
2776,5,Nice phone in best deal good camera and performance
2777,5,Nice
2778,4,Nice product
2779,5,nice
2780,5,nice..
2781,5,Nice
2782,5,Nice
2783,4,Nice
2784,5,Nice product
2785,5,Nice mobile for other
2786,5,Nice
2787,5,Nice mobile
2788,5,Nise
2789,5,Nice phone. Excellent
2790,5,Nice
2791,5,Nice
2792,3,Nice product
2793,5,Nice Phone
2794,4,Nice
2795,5,Nice
2796,5,Nice
2797,5,Nice
2798,5,Nice product
2799,3,Nice product
2800,5,"Nice phone but no security in this phone ,app lock not available, no long screenshot option and many more option are not available in this phone which are very important and useful."
2801,4,"Nice phone, awesome display and camera, value for money, premium design.smooth ui."
2802,5,nice mobile in this sigment
2803,5,Nice budget phone
2804,5,Nice
2805,5,Nice
2806,5,Nice purchase
2807,5,Nice
2808,5,Nice 👍
2809,3,Nice
2810,5,Nice phone
2811,4,Nice product
2812,5,Nice phone
2813,5,Nice...
2814,5,Nice and value of money
2815,4,Nice 👍👍👍👍👍
2816,5,Mind blowing
2817,5,Nice looking 👍👍👍
2818,5,"Nice
Product"
2819,4,Nice
2820,5,Nice product keep it up Flipkart ♥️♥️👌
2821,5,Nice.
2822,4,Nice
2823,3,Nice one
2824,5,Nice Product
2825,5,Nice
2826,5,Nice
2827,4,Nice
2828,5,Nic
2829,3,Nice product
2830,3,Nice mobile
2831,4,Nice
2832,5,Nice
2833,5,Nice Phone
2834,5,Nice
2835,5,Nice samart phone
2836,5,Nice
2837,5,Nice
2838,3,Nice
2839,5,Nice phone
2840,5,Nice
2841,5,Nice
2842,5,Nice
2843,3,Nice
2844,5,Nice product
2845,5,Nice...
2846,5,Nice
2847,4,Nice
2848,5,Nice srvice
2849,4,Mid range super ph
2850,5,Nice
2851,5,Nice mobile
2852,4,Nice product
2853,5,Disappointing product.
2854,5,Nice
2855,5,Nice phone according to price range .
2856,5,Nice mobile
2857,5,Nice
2858,5,Nice phone
2859,5,Nice
2860,5,Nice one
2861,5,Nice ❤️
2862,4,Nice
2863,4,Nice
2864,4,"Video sound very low,
duel sim call selection odd
,battery ok .
Mobile operation unfamiliar as compared to Redme phone of same features.
Quality Did not appeal."
2865,4,Nice
2866,5,Nice looking
2867,5,Nice
2868,4,Nice
2869,5,Nice
2870,4,Nice Product
2871,3,Nice
2872,5,Nice
2873,4,Nice cellphone
2874,5,Nice
2875,5,"Finally wait over ....Very nice phone and looking such a great
Go for it ...."
2876,5,Nice
2877,5,Nice product
2878,5,Nice
2879,5,nice
2880,5,Nice
2881,4,Nice
2882,3,Nic product
2883,4,Nice
2884,4,Nice phone value for money
2885,3,display quality is poor
2886,5,Nice mobile
2887,4,Nice
2888,5,Nice
2889,4,Nice product
2890,5,Nice 👍
2891,5,Nice 👍👍
2892,3,Nice 👍👍
2893,5,Nice
2894,5,Nice
2895,5,Nice mobile
2896,4,Nice Feature in best Price
2897,5,Nice
2898,5,Nice quality
2899,3,Nice quality
2900,5,Nice product
2901,5,Display not working completely
2902,5,Nice
2903,4,Nice 👍🙂🙂🙂
2904,3,Nice
2905,4,Nice
2906,5,Nice products so nice 🙂🙂🙂🙂
2907,3,Nice aphone With good Budget
2908,5,Nice
2909,3,Nice mobile
2910,4,Nice I am very happy 🥰🥰🥰
2911,4,Nice
2912,5,Nice budget mobile
2913,5,Nice product
2914,4,Nice phone
2915,5,Nice
2916,3,Nice Mobile
2917,5,Nice
2918,5,Nice device good battery capacity
2919,4,Nice
2920,5,Nice
2921,4,Nice
2922,5,Nice phone
2923,5,Nice phone
2924,3,Nice 👍👍👍
2925,5,Nice pn with this price
2926,3,Nice
2927,5,Nice
2928,4,Nice mobile
2929,4,Nice product
2930,5,Nice one
2931,5,Nive
2932,5,Nice I'm happy for that
2933,5,Nice
2934,3,Nice
2935,4,nice phone 📱📱
2936,4,Nice pic
2937,5,Nice
2938,3,Nice looking 👌 👍
2939,5,Nice camera n battery.
2940,4,Nice
2941,4,Nice
2942,4,Nice
2943,5,Nice product
2944,5,Nice mobail
2945,5,Nice product
2946,5,Nice
2947,4,Nice
2948,3,Nice
2949,4,Mind blowing amazing👍😍😍 yes this product is very good👍
2950,4,Nice
2951,3,Nice phone thanks Flipkart
2952,4,Nice
2953,5,Nice phone
2954,3,Nice product
2955,5,Nice
2956,5,Nice mobile
2957,4,Nic
2958,4,Nic
2959,5,Nice
2960,5,Nice
2961,3,Nice product 👍
2962,4,Nice
2963,4,Nice product money worthy
2964,3,Nice
2965,4,Nice product
2966,5,Nice
2967,5,Nice product thankyou Flipkart
2968,3,Nice phone at this price range
2969,5,Nice phone
2970,5,Nice phone and its price
2971,4,Nice
2972,5,Nice
2973,5,Nice phone thank you Flipkart
2974,4,Nice product
2975,5,Nice
2976,3,Nice Product
2977,5,Nice
2978,4,Nice
2979,5,Nice for games
2980,4,Nice and awesome
2981,5,Nice product
2982,5,Nice mobile
2983,3,Nice phone
2984,4,Nic mobile as well....... M
2985,4,Nic at these range... M
2986,5,Nice
2987,5,Nice
2988,5,Nice mobile....
2989,3,Nice product
2990,5,Nice
2991,4,Nice phone amazing deal done 👍✅
2992,5,Nice
2993,5,Nice
2994,5,Nice
2995,5,Nice
2996,5,Nice products
2997,5,Nice product I just loved it
2998,5,Nice one
2999,5,Nice..
3000,5,Nice product
3001,3,Nice phone
3002,3,Nice product
3003,5,Nice 👍
3004,5,Nice 👍👏
3005,5,"Nice prodect
I m happy"
3006,5,Nice
3007,5,Nice.
3008,4,Nice
3009,4,Nice product
3010,4,Nice &supup phone
3011,5,Nice
3012,5,Nice
3013,3,Nice
3014,5,Didn't expect this not performing as expected
3015,5,Nice product
3016,5,Nice phone thanks to flipkart
3017,5,Nice product on this range
3018,5,Nice 📱.....very good quality photos capture
3019,5,Nice
3020,5,Nice
3021,5,Nice
3022,5,Nice
3023,5,Nice
3024,4,Nice
3025,5,Nice product
3026,5,Nice
3027,5,nice
3028,3,Nice job nice product nice 👍👍👍
3029,5,Nice
3030,5,Nice Product
3031,5,Nice
3032,5,Nice
3033,5,Nice Phone
3034,5,Nice
3035,4,Nice
3036,5,Nice Phone
3037,3,Nice phone
3038,4,Nice one
3039,3,Nice
3040,5,Nice phone
3041,5,Nice phone
3042,5,Nice
3043,5,Nice mobile phone 📱😊
3044,5,Nice
3045,5,Nice phone
3046,5,Nice 0hone
3047,4,Nice
3048,3,Nice
3049,4,"Nice phone at this range,"
3050,4,Nice
3051,5,Nice Phone
3052,5,Nice osam mind blowing
3053,4,Nice budget phone
3054,5,Nice product
3055,3,Nice
3056,5,Nice
3057,4,Nice
3058,5,Nice
3059,5,Nice
3060,5,Nice
3061,5,Nice
3062,4,Nice product at nice rate
3063,5,Nice 👍
3064,5,Nice Flipkart World No 1 Best Trusted Company
3065,3,Nice
3066,5,Nice device in lowest price
3067,5,Nice
3068,5,Nice product
3069,5,Simply good..
3070,5,Nice mobile
3071,5,Nice product
3072,5,Nice mobile
3073,5,Simply bad
3074,5,Nice mobile
3075,5,Nice mobile
3076,5,Nice
3077,5,Nice product in this low price
3078,5,Nice
3079,4,Nice
3080,5,Nice product
3081,5,Nice
3082,4,Nice product
3083,3,Nice phone
3084,5,Nice product
3085,5,Nice phone
3086,4,Nice
3087,4,Simply good
3088,5,Nice
3089,5,Nice
3090,3,Nice model in best price
3091,5,Nice
3092,3,Nice
3093,5,Nice mobile
3094,5,"Nice product 👍👍
Thanks Flipkart"
3095,4,Nice and awesome👍👍😊😊
3096,5,Nice and value for money
3097,5,Nice
3098,5,Mind-blowing phone
3099,3,Nice product
3100,5,Nice product
3101,4,Nice one 👍and thanks 😊 flipkart
3102,3,Nice product
3103,3,"Nice ❤️ amazing phone in this buget
Camera performance very good"
3104,5,Nice
3105,5,Nice product
3106,5,"Dissapointed cell, most of feature are poor like Display, performance, camera etc"
3107,3,Nice
3108,3,Nice product Flipkart
3109,4,Nice product
3110,5,Nice mobile
3111,5,Nice mobile...at cheapest price...thanks flipkart...
3112,5,Nice mobile 📱
3113,4,Nice products
3114,5,Nic
3115,5,Nice 😊👍
3116,4,Nice phne
3117,3,Nice
3118,4,Nice
3119,4,Nice
3120,5,Nice phone
3121,3,Nice 👍
3122,4,Nice phone
3123,5,Nice
3124,5,Nice 👍
3125,5,Nice
3126,5,Nice
3127,4,"Nice and back camera is awesome , also battery is nice performance,, value of money ❤️❤️❤️"
3128,4,Display is not working properly
3129,5,Nice
3130,3,Nice look with good performance.
3131,4,Nice phone
3132,5,nice Phone
3133,4,Nice phone low prices. This price is best phone
3134,4,Nice phine
3135,5,Nice
3136,4,Nice 👍
3137,5,Nice
3138,5,Nice
3139,5,Nice
3140,5,nice product
3141,4,Nice phone.
3142,5,Nice product
3143,5,Nice mobile... my father in law like it👌
3144,5,Nice phone in this range
3145,4,Nice mobile
3146,5,Nice
3147,5,Nice phone
3148,4,Nice
3149,5,Nice product i love him ok
3150,3,Nice one
3151,5,Nice Phone...
3152,5,Nice
3153,5,Nice 👍👍👍
3154,5,Nice mobile this range
3155,4,Nice
3156,5,Nice product
3157,4,Nice phone
3158,5,Nice
3159,5,Nice
3160,3,Nice
3161,5,Nice mobile
3162,5,Nice
3163,5,Nice Supar
3164,5,Nice products
3165,5,Nice 👍👍👍
3166,5,Nice
3167,5,Nice
3168,5,Nice One 👍
3169,5,Nice
3170,4,Nice product
3171,5,Nice mobile
3172,5,Nice
3173,5,Nice
3174,5,Nice products
3175,5,Nice
3176,4,Nice phone in this price.look views good and performance views.
3177,3,nice features
3178,5,Nice camera quality and most of mobile
3179,3,Nice
3180,5,Give super coins
3181,5,Nice purfamance
3182,5,Nic piece
3183,5,Nice product
3184,5,Nice
3185,5,Nice phone
3186,3,Nice product
3187,4,Nice product in this price
3188,5,nice mobile
3189,5,Nice
3190,4,Nice
3191,5,Nice
3192,5,Nice product 👍
3193,3,Nice one
3194,5,Nice one
3195,5,Nice phone
3196,5,Nice product
3197,5,Nice
3198,5,Nice
3199,5,Nice product
3200,4,Nice
3201,5,Nice
3202,5,nic
3203,3,nice phone
3204,5,nice
3205,4,Nice
3206,4,Nice
3207,5,Nice experience with realme c25y owesome mobile in this rang
3208,4,Nice
3209,5,Nice
3210,5,Nice
3211,5,Nice 👍
3212,3,Nice
3213,5,Nice looking product
3214,5,Nice
3215,5,"Nice Product
Thank you for early time send product"
3216,5,nice
3217,3,Nice
3218,5,Nice
3219,5,Nice product
3220,5,Nice Phone
3221,5,Nice
3222,5,Nice
3223,5,Nice
3224,5,Nice 👍😌
3225,3,Nice phone
3226,4,Nice 👍
3227,3,Nice one in budget...
3228,4,Like it
3229,5,Nice product
3230,3,Nice
3231,5,Nice product
3232,4,Nice
3233,5,Nice product
3234,5,Didn't like the working software. Not at all user friendly.
3235,5,Display is not clear could have been better
3236,4,nice mobile
3237,5,Nice phone
3238,5,Nice one 🙂
3239,4,nice phone
3240,5,Nice
3241,5,Nice delivery and fast
3242,4,Nice
3243,4,nice
3244,5,Nice Phone
3245,5,Nice mobile
3246,5,Nice product
3247,4,Nice 👍👍👍
3248,5,Nice pics
3249,4,Nice item
3250,5,Nice mobile
3251,5,Nice phone in very low price.
3252,5,Nice
3253,5,Nice
3254,5,Nice 👌👍👍👍👌👍👌
3255,5,Nice product
3256,4,Nice pic
3257,3,Nice
3258,5,Nice
3259,5,Nice 👍
3260,5,Display tuch is not working many time and network speed very bad
3261,5,Nice
3262,5,Nice mobile phone📱 nice luking
3263,3,Nice
3264,5,Nice
3265,3,Display totally damage in just 1 month battery also poor worst prodect
3266,3,Nice Phone
3267,5,Nice
3268,5,Nice mobile smooth and long battery
3269,5,Nice
3270,5,Nice phone value for money..
3271,5,Nice
3272,5,Fine
3273,5,Nice phone
3274,5,Nice product but camera is average overall fully nice in this range
3275,5,Nice
3276,5,nice phone but not a aal good
3277,5,Nice
3278,5,Nice
3279,5,Nice phone
3280,3,Nice 👍👍👍👍👍
3281,5,Nice 👍
3282,5,Nice
3283,5,Nice
3284,5,Nice mobile.
3285,3,Nice
3286,5,Nice 👍
3287,5,Nice product
3288,3,"Nice phone and good battery back up. Some of the function are not there which was available in MI phone like app lock, hiding data and pics."
3289,4,Nice
3290,5,Nice product
3291,5,Nice
3292,5,Nice
3293,5,Nice
3294,4,Nic
3295,5,Nice
3296,4,Nice
3297,5,Nice products
3298,5,Nice
3299,5,Nice Phone
3300,5,Nice 1
3301,5,Nice
3302,5,Nice
3303,5,nicee
3304,4,Nice product
3305,5,nice
3306,5,Nice
3307,5,Nice mobile in this price
3308,5,Nice
3309,5,Nice phone
3310,4,Nice mobile
3311,5,Nice phone battery backup best
3312,3,Nice
3313,4,Nice
3314,5,Nice camera
3315,4,Nice
3316,4,Nice Products
3317,5,nice
3318,5,Nice product 😊👍
3319,4,Nice and comfortable for me
3320,5,Nice
3321,5,Nice
3322,4,Nice
3323,5,Nice
3324,4,Nice
3325,4,Nice phone
3326,5,Nice
3327,5,Nice
3328,5,Nice product 😊👍
3329,3,Gift
3330,5,Nice
3331,5,Nice
3332,4,Nice
3333,5,Nice
3334,5,"Disappointed with camera, and Batry,"
3335,5,Nice phone
3336,4,Nice Phone
3337,3,Nice 💕
3338,3,Nice
3339,5,Nice
3340,4,Nice
3341,5,Nice
3342,3,Nice phone.
3343,3,Nice super
3344,5,Nice phone
3345,5,Nice
3346,5,Nice phone
3347,5,Nice
3348,4,Nice mobile in this price range
3349,5,Nice phone
3350,5,Nice mobile
3351,5,Nice50mp camera
3352,4,Nice mobile
3353,5,Nice
3354,3,Nice phone
3355,5,Nice phone at this price
3356,5,Nice
3357,5,Nice phone camera quality is very good
3358,4,Nice produced
3359,5,Nice
3360,5,nice mobile
3361,5,Nice phn in these price
3362,3,Nice 👍🏻
3363,5,Nice.. Good
3364,4,Nice product at this price
3365,5,Nice
3366,5,nice look
3367,4,Nice
3368,5,Nice
3369,5,Nice
3370,5,Nice
3371,5,Nice
3372,5,Nice
3373,5,Nice
3374,5,Picture quality is not very good. It doesn't seem like a 50MP camera. UI is also average. No inbuilt apps for pictures or videos. It's really annoying to use. I have realme 1 and realme 5 those are very very better than this.
3375,5,Nice
3376,5,Nice
3377,5,Nice
3378,5,Time pass
3379,5,Nice sup mobile
3380,5,Find low speed operation 4gb ram speed not meeting works like 2 gb ram just ok
3381,5,Nice in this range just go for it.
3382,5,Mind blowing mobile
3383,4,Nice phone
3384,5,Nice mobile
3385,3,Nice mobile
3386,5,Nice 👍👍
3387,5,Like as expected
3388,5,nice
3389,5,nice
3390,3,nice
3391,5,Nice
3392,4,nice
3393,4,nice
3394,5,nice
3395,4,nice
3396,5,nice
3397,5,nice
3398,5,nice
3399,4,Nice mobile... 🙂👍
3400,5,Nice
3401,5,Nice good
3402,5,Nice phone with in the range
3403,4,Nice phone
3404,5,nice
3405,4,nice
3406,4,nice
3407,5,Nice phone
3408,5,Nice
3409,3,nice
3410,4,Nice
3411,3,Nice Product ☺️👍
3412,5,Nice mobile
3413,5,Nice
3414,5,Nice product
3415,5,Nice phone this price.
3416,5,Nice
3417,5,Nice phone
3418,5,Display not good quality
3419,3,Nice superb
3420,5,Nice product
3421,5,Nice product on realme brand
3422,5,Nice
3423,5,"Picture quality is very bad.
Battery backup is good.
Overall performance not good."
3424,5,Nice
3425,5,Nice
3426,5,Nice budget oriented phone.
3427,3,Nice
3428,3,Nice
3429,5,Nice
3430,4,Nice product
3431,5,Nice
3432,4,Nice but delivery is soo late
3433,4,Nice product
3434,4,nice product
3435,3,Nice mobile phone 🙂
3436,5,Nice
3437,5,Nice
3438,3,Nice
3439,5,Nice product lelo g
3440,5,Nice one
3441,5,Nice one
3442,5,Nice
3443,5,Nice product
3444,3,Nice phone
3445,3,Within 3 day's phone started hanging
3446,4,Nice
3447,5,Nice
3448,5,WiFi connecting quality not good
3449,5,Disgusting mobile....so many problems in this phone....please don't buy
3450,4,Nice
3451,3,Nice
3452,5,nice phone
3453,4,Nice
3454,4,Nic product thanks flipkart
3455,5,Nice product
3456,5,Nice looking
3457,4,"Nice one
Value of money"
3458,5,nice
3459,5,Nice
3460,3,Nice mobile
3461,5,Nice
3462,5,Nice
3463,4,nice
3464,3,Nice
3465,5,Liked
3466,4,Nice
3467,5,Nice product Flipkart
3468,5,Nice product Flipkart
3469,5,Nice phone
3470,4,Nice phone
3471,5,Nice performance
3472,4,Nice
3473,5,Nice
3474,4,Mindblowing Phone
3475,4,Nice job
3476,5,Nice phone
3477,4,Nice model
3478,5,Nice
3479,4,Nice one I love it
3480,5,Nice
3481,5,Nice
3482,5,nice phone
3483,3,Nice
3484,4,niceee
3485,4,Nice phone
3486,3,Nice work
3487,5,Nice
3488,3,Nice one
3489,4,Nice mobile
3490,4,nice
3491,3,Nice product
3492,4,Nic products
3493,5,nice one
3494,4,Nice
3495,3,Nice job
3496,5,"Nice,good product 😊😊"
3497,5,Nice
3498,3,Nice one
3499,5,Nice
3500,4,Nice product
3501,3,Wi fi problem serious
3502,5,Nice
3503,5,Nice 😊😊😊 mobile
3504,5,Nice
3505,5,Nice
3506,5,Nice
3507,3,Nice
3508,5,Nice phone
3509,5,Nice to price
3510,4,Nice 😊
3511,4,Nice
3512,5,Nice with Price
3513,5,"Nice purchase, with for money"
3514,5,Nice phone
3515,3,Nice phone 👍🏻👍🏻
3516,5,Phone good bt camera not good very wrost quality
3517,5,Thanks flipcart nice phone.
3518,5,Thank you Flipkart
3519,3,"This smart phone is the best smartphone in this price range. This phone is really value for money phone.

Camera- 8/10
Best 50MP AI triple camera with 2 MP depth and 2 MP macro camera. Image quality is better than any other smartphone in this price range. Max 1080p full hd video also record by rear camera. HDR and night mode support in the camera
8 MP Front camera pic quality is better in this price range comes with front screen flash, HDR mode, ai face beautification.
Max 720p video record b...
READ MORE"
3520,4,"The build of the phone is very good and packaging was very good but transparent cover was not given by seller and the front camera is worth 8mp but the rear camera is not worth 50mp.
It also does not have many applications like
Photo Gallery,
Security Scanner,
File Manager,
Speed Connection etc.
Overall, I would like to give 4 star out of 5 star."
3521,5,"Cheap Phone Camera quality is totally worst. Totally waistage of money. No support any other functions .
This Mobile is only the FlOP DABBA on the name of realme Mobile.
Camera totally cheap it's 50mp but working as worst as 02mp . Don't buy this phone Please.
No File Manager
No Additional Settings
No Gallery
Worst of worst
I really feeling bad to purchase this phone"
3522,4,The camera of the mobile is very bad.
3523,4,This product is waste for money kindly don't buy any one
3524,5,Phone good hai
3525,4,Phone does not support 5Ghz wifi
3526,5,Cheapest camera ever and hang problem
3527,5,"This is the best phone
Camera quality is the best"
3528,3,Phone is the very best battery backup very strong time and fingerprints is bad
3529,5,The camera quality is pathetic if i compare to other companies with same price..... I prefer not to by this model...
3530,5,Phone system not like this phone
3531,5,"This is not at all a smart phone. DO NOT BUY.

No gallery
Worst camera
No splitscreen
Smart features are missing
Whatsapp pop is not available
Even for screenshot you've to click power and vol key
Brightness is poor
Sometimes rotate doesn't work while watching YouTube
And many more cons
Total waste of money

I would not suggest this phone to anyone."
3532,5,Phone Is Value For Maney ..But Camera Is Bad Condition..
3533,5,thanks
